교량명,중계기ID,센서ID,위치명,파일명,온도값(℃),측정값(mm),변위값(mm),수집시간
탄천2고가교,14,108,P9,Img_108_20200907_190100.jpg,20.45,,,2020-09-07 19
탄천2고가교,14,108,P9,Img_108_20200907_180100.jpg,20.85,,,2020-09-07 18
탄천2고가교,14,108,P9,Img_108_20200907_170100.jpg,20.85,,,2020-09-07 17
탄천2고가교,14,108,P9,Img_108_20200907_160100.jpg,20.65,,,2020-09-07 16
탄천2고가교,14,108,P9,Img_108_20200907_150100.jpg,20.62,,,2020-09-07 15
탄천2고가교,14,108,P9,Img_108_20200907_140100.jpg,20.65,,,2020-09-07 14
탄천2고가교,14,108,P9,Img_108_20200907_130100.jpg,20.78,,,2020-09-07 13
탄천2고가교,14,108,P9,Img_108_20200907_120100.jpg,19.82,,,2020-09-07 12
탄천2고가교,14,108,P9,Img_108_20200907_110100.jpg,18.85,,,2020-09-07 11
탄천2고가교,14,108,P9,Img_108_20200907_100100.jpg,18.32,,,2020-09-07 10
탄천2고가교,14,108,P9,Img_108_20200907_090100.jpg,18.1,,,2020-09-07 09
탄천2고가교,14,108,P9,Img_108_20200904_180100.jpg,,,,2020-09-04 18
탄천2고가교,14,108,P9,Img_108_20200904_150100.jpg,,,,2020-09-04 15
탄천2고가교,14,108,P9,Img_108_20200904_140100.jpg,27.15,,,2020-09-04 14
탄천2고가교,14,108,P9,Img_108_20200904_130100.jpg,26.82,,,2020-09-04 13
탄천2고가교,14,108,P9,Img_108_20200904_120100.jpg,26.32,,,2020-09-04 12
탄천2고가교,14,108,P9,Img_108_20200904_110100.jpg,25.77,,,2020-09-04 11
탄천2고가교,14,108,P9,Img_108_20200904_100100.jpg,25.13,,,2020-09-04 10
탄천2고가교,14,108,P9,Img_108_20200904_090100.jpg,24.47,,,2020-09-04 09
탄천2고가교,14,108,P9,Img_108_20200904_080100.jpg,23.67,,,2020-09-04 08
탄천2고가교,14,108,P9,Img_108_20200904_070100.jpg,23.03,,,2020-09-04 07
탄천2고가교,14,108,P9,Img_108_20200904_060100.jpg,22.19,,,2020-09-04 06
탄천2고가교,14,108,P9,Img_108_20200904_050100.jpg,22.13,,,2020-09-04 05
탄천2고가교,14,108,P9,Img_108_20200904_040100.jpg,22.13,,,2020-09-04 04
탄천2고가교,14,108,P9,Img_108_20200904_030100.jpg,22.2,,,2020-09-04 03
탄천2고가교,14,108,P9,Img_108_20200904_020100.jpg,22.42,,,2020-09-04 02
탄천2고가교,14,108,P9,Img_108_20200904_010100.jpg,22.8,,,2020-09-04 01
탄천2고가교,14,108,P9,Img_108_20200904_000100.jpg,23.25,,,2020-09-04 00
탄천2고가교,14,108,P9,Img_108_20200903_220100.jpg,,,,2020-09-03 22
탄천2고가교,14,108,P9,Img_108_20200903_210100.jpg,24.11,,,2020-09-03 21
탄천2고가교,14,108,P9,Img_108_20200903_200100.jpg,24.5,,,2020-09-03 20
탄천2고가교,14,108,P9,Img_108_20200903_190100.jpg,24.82,,,2020-09-03 19
탄천2고가교,14,108,P9,Img_108_20200903_180100.jpg,25.28,,,2020-09-03 18
탄천2고가교,14,108,P9,Img_108_20200903_170100.jpg,25.38,,,2020-09-03 17
탄천2고가교,14,108,P9,Img_108_20200903_160100.jpg,25.54,,,2020-09-03 16
탄천2고가교,14,108,P9,Img_108_20200903_150100.jpg,25.83,,,2020-09-03 15
탄천2고가교,14,108,P9,Img_108_20200903_140100.jpg,25.99,,,2020-09-03 14
탄천2고가교,14,108,P9,Img_108_20200903_130101.jpg,25.5,,,2020-09-03 13
탄천2고가교,14,108,P9,Img_108_20200903_120100.jpg,25.19,,,2020-09-03 12
탄천2고가교,14,108,P9,Img_108_20200903_110100.jpg,24.26,,,2020-09-03 11
탄천2고가교,14,108,P9,Img_108_20200903_100100.jpg,23.52,,,2020-09-03 10
탄천2고가교,14,108,P9,Img_108_20200903_090100.jpg,22.57,,,2020-09-03 09
탄천2고가교,14,108,P9,Img_108_20200903_080100.jpg,21.43,,,2020-09-03 08
탄천2고가교,14,108,P9,Img_108_20200903_070100.jpg,20.97,,,2020-09-03 07
탄천2고가교,14,108,P9,Img_108_20200903_060100.jpg,20.99,,,2020-09-03 06
탄천2고가교,14,108,P9,Img_108_20200903_050100.jpg,21.77,,,2020-09-03 05
탄천2고가교,14,108,P9,Img_108_20200903_040100.jpg,22.18,,,2020-09-03 04
탄천2고가교,14,108,P9,Img_108_20200903_030101.jpg,22.38,,,2020-09-03 03
탄천2고가교,14,108,P9,Img_108_20200903_020100.jpg,22.72,,,2020-09-03 02
탄천2고가교,14,108,P9,Img_108_20200903_010100.jpg,22.83,,,2020-09-03 01
탄천2고가교,14,108,P9,Img_108_20200903_000100.jpg,22.92,,,2020-09-03 00
탄천2고가교,14,108,P9,Img_108_20200902_230100.jpg,23.34,,,2020-09-02 23
탄천2고가교,14,108,P9,Img_108_20200902_220100.jpg,23.84,,,2020-09-02 22
탄천2고가교,14,108,P9,Img_108_20200902_210100.jpg,24.16,,,2020-09-02 21
탄천2고가교,14,108,P9,Img_108_20200902_200100.jpg,24.06,,,2020-09-02 20
탄천2고가교,14,108,P9,Img_108_20200902_190100.jpg,23.85,,,2020-09-02 19
탄천2고가교,14,108,P9,Img_108_20200902_180100.jpg,23.47,,,2020-09-02 18
탄천2고가교,14,108,P9,Img_108_20200902_170100.jpg,23.88,,,2020-09-02 17
탄천2고가교,14,108,P9,Img_108_20200902_160100.jpg,24.32,,,2020-09-02 16
탄천2고가교,14,108,P9,Img_108_20200902_150100.jpg,24.84,,,2020-09-02 15
탄천2고가교,14,108,P9,Img_108_20200902_140100.jpg,25.16,,,2020-09-02 14
탄천2고가교,14,108,P9,Img_108_20200902_050100.jpg,25.55,,,2020-09-02 05
탄천2고가교,14,108,P9,Img_108_20200902_040100.jpg,25.85,,,2020-09-02 04
탄천2고가교,14,108,P9,Img_108_20200902_030100.jpg,26,,,2020-09-02 03
탄천2고가교,14,108,P9,Img_108_20200902_020100.jpg,26.27,,,2020-09-02 02
탄천2고가교,14,108,P9,Img_108_20200902_010100.jpg,26.67,,,2020-09-02 01
탄천2고가교,14,108,P9,Img_108_20200902_000100.jpg,26.72,,,2020-09-02 00
탄천2고가교,14,108,P9,Img_108_20200901_230100.jpg,27.04,,,2020-09-01 23
탄천2고가교,14,108,P9,Img_108_20200901_220100.jpg,27.26,,,2020-09-01 22
탄천2고가교,14,108,P9,Img_108_20200901_210100.jpg,28.23,,,2020-09-01 21
탄천2고가교,14,108,P9,Img_108_20200901_200100.jpg,28.73,,,2020-09-01 20
탄천2고가교,14,108,P9,Img_108_20200901_190100.jpg,29.01,,,2020-09-01 19
탄천2고가교,14,108,P9,Img_108_20200901_180100.jpg,29.26,,,2020-09-01 18
탄천2고가교,14,108,P9,Img_108_20200901_170100.jpg,29.32,,,2020-09-01 17
탄천2고가교,14,108,P9,Img_108_20200901_160100.jpg,29.38,,,2020-09-01 16
탄천2고가교,14,108,P9,Img_108_20200901_150100.jpg,29.27,,,2020-09-01 15
탄천2고가교,14,108,P9,Img_108_20200901_140100.jpg,29.03,,,2020-09-01 14
탄천2고가교,14,108,P9,Img_108_20200901_130100.jpg,28.45,,,2020-09-01 13
탄천2고가교,14,108,P9,Img_108_20200901_120100.jpg,27.88,,,2020-09-01 12
탄천2고가교,14,108,P9,Img_108_20200901_110100.jpg,27.55,,,2020-09-01 11
탄천2고가교,14,108,P9,Img_108_20200901_100100.jpg,27.11,,,2020-09-01 10
탄천2고가교,14,108,P9,Img_108_20200901_090100.jpg,26.32,,,2020-09-01 09
탄천2고가교,14,108,P9,Img_108_20200901_080100.jpg,25.8,,,2020-09-01 08
탄천2고가교,14,108,P9,Img_108_20200901_070100.jpg,25.55,,,2020-09-01 07
탄천2고가교,14,108,P9,Img_108_20200901_060100.jpg,25.14,,,2020-09-01 06
탄천2고가교,14,108,P9,Img_108_20200901_050100.jpg,25.28,,,2020-09-01 05
탄천2고가교,14,108,P9,Img_108_20200901_040100.jpg,25.48,,,2020-09-01 04
탄천2고가교,14,108,P9,Img_108_20200901_030100.jpg,25.72,,,2020-09-01 03
탄천2고가교,14,108,P9,Img_108_20200901_020100.jpg,26.04,,,2020-09-01 02
탄천2고가교,14,108,P9,Img_108_20200901_010100.jpg,26.54,,,2020-09-01 01
탄천2고가교,14,108,P9,Img_108_20200901_000100.jpg,26.85,,,2020-09-01 00
탄천2고가교,14,108,P9,Img_108_20200831_230100.jpg,27.12,,,2020-08-31 23
탄천2고가교,14,108,P9,Img_108_20200831_220100.jpg,27.61,,,2020-08-31 22
탄천2고가교,14,108,P9,Img_108_20200831_210100.jpg,27.75,,,2020-08-31 21
탄천2고가교,14,108,P9,Img_108_20200831_200100.jpg,27.85,,,2020-08-31 20
탄천2고가교,14,108,P9,Img_108_20200831_190100.jpg,28.18,,,2020-08-31 19
탄천2고가교,14,108,P9,Img_108_20200831_180100.jpg,28.6,,,2020-08-31 18
탄천2고가교,14,108,P9,Img_108_20200831_170100.jpg,28.8,,,2020-08-31 17
탄천2고가교,14,108,P9,Img_108_20200831_160100.jpg,28.96,,,2020-08-31 16
탄천2고가교,14,108,P9,Img_108_20200831_150100.jpg,28.97,,,2020-08-31 15
탄천2고가교,14,108,P9,Img_108_20200831_140100.jpg,28.8,,,2020-08-31 14
탄천2고가교,14,108,P9,Img_108_20200831_130100.jpg,28.16,,,2020-08-31 13
탄천2고가교,14,108,P9,Img_108_20200831_120100.jpg,27.55,,,2020-08-31 12
탄천2고가교,14,108,P9,Img_108_20200831_110100.jpg,27.1,,,2020-08-31 11
탄천2고가교,14,108,P9,Img_108_20200831_100100.jpg,26.74,,,2020-08-31 10
탄천2고가교,14,108,P9,Img_108_20200831_090100.jpg,26.41,,,2020-08-31 09
탄천2고가교,14,108,P9,Img_108_20200831_080100.jpg,26.14,,,2020-08-31 08
탄천2고가교,14,108,P9,Img_108_20200831_070100.jpg,25.78,,,2020-08-31 07
탄천2고가교,14,108,P9,Img_108_20200831_060100.jpg,25.46,,,2020-08-31 06
탄천2고가교,14,108,P9,Img_108_20200831_050100.jpg,25.2,,,2020-08-31 05
탄천2고가교,14,108,P9,Img_108_20200831_040100.jpg,25.29,,,2020-08-31 04
탄천2고가교,14,108,P9,Img_108_20200831_030100.jpg,25.33,,,2020-08-31 03
탄천2고가교,14,108,P9,Img_108_20200831_020100.jpg,25.17,,,2020-08-31 02
탄천2고가교,14,108,P9,Img_108_20200831_010100.jpg,25.23,,,2020-08-31 01
탄천2고가교,14,108,P9,Img_108_20200831_000100.jpg,25.56,,,2020-08-31 00
탄천2고가교,15,111,P9,Img_111_20200917_230101.jpg,,,,2020-09-17 23
탄천2고가교,15,111,P9,Img_111_20200917_220100.jpg,22.22,,,2020-09-17 22
탄천2고가교,15,111,P9,Img_111_20200917_210100.jpg,22.62,,,2020-09-17 21
탄천2고가교,15,111,P9,Img_111_20200917_200100.jpg,23.09,,,2020-09-17 20
탄천2고가교,15,111,P9,Img_111_20200917_190100.jpg,23.42,,,2020-09-17 19
탄천2고가교,15,111,P9,Img_111_20200917_180100.jpg,23.55,,,2020-09-17 18
탄천2고가교,15,111,P9,Img_111_20200917_170100.jpg,23.99,,,2020-09-17 17
탄천2고가교,15,111,P9,Img_111_20200917_160100.jpg,24.24,,,2020-09-17 16
탄천2고가교,15,111,P9,Img_111_20200917_150100.jpg,24.25,,,2020-09-17 15
탄천2고가교,15,111,P9,Img_111_20200917_140100.jpg,24.08,,,2020-09-17 14
탄천2고가교,15,111,P9,Img_111_20200917_130100.jpg,23.66,,,2020-09-17 13
탄천2고가교,15,111,P9,Img_111_20200917_120100.jpg,23.51,,,2020-09-17 12
탄천2고가교,15,111,P9,Img_111_20200917_110100.jpg,22.93,,,2020-09-17 11
탄천2고가교,15,111,P9,Img_111_20200917_100100.jpg,22.76,,,2020-09-17 10
탄천2고가교,15,111,P9,Img_111_20200917_090100.jpg,22.4,,,2020-09-17 09
탄천2고가교,15,111,P9,Img_111_20200917_080100.jpg,22.13,,,2020-09-17 08
탄천2고가교,15,111,P9,Img_111_20200917_070100.jpg,21.61,,,2020-09-17 07
탄천2고가교,15,111,P9,Img_111_20200917_060100.jpg,21.48,,,2020-09-17 06
탄천2고가교,15,111,P9,Img_111_20200917_050100.jpg,21.56,,,2020-09-17 05
탄천2고가교,15,111,P9,Img_111_20200917_040100.jpg,21.7,,,2020-09-17 04
탄천2고가교,15,111,P9,Img_111_20200917_030100.jpg,21.91,,,2020-09-17 03
탄천2고가교,15,111,P9,Img_111_20200917_020100.jpg,22.18,,,2020-09-17 02
탄천2고가교,15,111,P9,Img_111_20200917_010101.jpg,22.31,,,2020-09-17 01
탄천2고가교,15,111,P9,Img_111_20200917_000100.jpg,22.35,,,2020-09-17 00
탄천2고가교,15,111,P9,Img_111_20200916_230100.jpg,22.34,,,2020-09-16 23
탄천2고가교,15,111,P9,Img_111_20200916_220100.jpg,22.6,,,2020-09-16 22
탄천2고가교,15,111,P9,Img_111_20200916_210100.jpg,22.86,,,2020-09-16 21
탄천2고가교,15,111,P9,Img_111_20200916_200100.jpg,22.96,,,2020-09-16 20
탄천2고가교,15,111,P9,Img_111_20200916_190100.jpg,22.86,-2.11,-2.11,2020-09-16 19
탄천2고가교,15,111,P9,Img_111_20200916_180100.jpg,22.98,-2.02,-2.02,2020-09-16 18
탄천2고가교,15,111,P9,Img_111_20200916_170100.jpg,23.45,-2.11,-2.11,2020-09-16 17
탄천2고가교,15,111,P9,Img_111_20200916_160100.jpg,23.87,-2.08,-2.08,2020-09-16 16
탄천2고가교,15,111,P9,Img_111_20200916_150100.jpg,24.22,-2.08,-2.08,2020-09-16 15
탄천2고가교,15,111,P9,Img_111_20200916_140100.jpg,24.5,-2.02,-2.02,2020-09-16 14
탄천2고가교,15,111,P9,Img_111_20200916_130100.jpg,24.63,-2.05,-2.05,2020-09-16 13
탄천2고가교,15,111,P9,Img_111_20200916_120100.jpg,24.28,-2.11,-2.11,2020-09-16 12
탄천2고가교,15,111,P9,Img_111_20200916_110100.jpg,23.6,-2.11,-2.11,2020-09-16 11
탄천2고가교,15,111,P9,Img_111_20200916_100100.jpg,23.14,-2.27,-2.27,2020-09-16 10
탄천2고가교,15,111,P9,Img_111_20200916_090100.jpg,22.81,-2.33,-2.33,2020-09-16 09
탄천2고가교,15,111,P9,Img_111_20200916_080100.jpg,22.6,-2.36,-2.36,2020-09-16 08
탄천2고가교,15,111,P9,Img_111_20200916_070100.jpg,22.46,-2.36,-2.36,2020-09-16 07
탄천2고가교,15,111,P9,Img_111_20200916_060100.jpg,22.56,-2.36,-2.36,2020-09-16 06
탄천2고가교,15,111,P9,Img_111_20200916_050100.jpg,22.82,-2.34,-2.34,2020-09-16 05
탄천2고가교,15,111,P9,Img_111_20200916_040100.jpg,23.17,-2.27,-2.27,2020-09-16 04
탄천2고가교,15,111,P9,Img_111_20200916_030100.jpg,23.5,-2.3,-2.3,2020-09-16 03
탄천2고가교,15,111,P9,Img_111_20200916_020100.jpg,23.8,-2.27,-2.27,2020-09-16 02
탄천2고가교,15,111,P9,Img_111_20200916_010100.jpg,23.96,-2.27,-2.27,2020-09-16 01
탄천2고가교,15,111,P9,Img_111_20200916_000100.jpg,24.09,-2.28,-2.28,2020-09-16 00
탄천2고가교,15,111,P9,Img_111_20200915_230100.jpg,24.37,,,2020-09-15 23
탄천2고가교,15,111,P9,Img_111_20200915_220100.jpg,24.88,,,2020-09-15 22
탄천2고가교,15,111,P9,Img_111_20200915_210100.jpg,25.3,,,2020-09-15 21
탄천2고가교,15,111,P9,Img_111_20200915_200100.jpg,25.36,,,2020-09-15 20
탄천2고가교,15,111,P9,Img_111_20200915_190100.jpg,25.75,,,2020-09-15 19
탄천2고가교,15,111,P9,Img_111_20200915_180100.jpg,26.58,,,2020-09-15 18
탄천2고가교,15,111,P9,Img_111_20200915_170100.jpg,26.61,,,2020-09-15 17
탄천2고가교,15,111,P9,Img_111_20200915_160100.jpg,26.64,,,2020-09-15 16
탄천2고가교,15,111,P9,Img_111_20200915_150100.jpg,26.64,,,2020-09-15 15
탄천2고가교,15,111,P9,Img_111_20200915_140100.jpg,26.29,,,2020-09-15 14
탄천2고가교,15,111,P9,Img_111_20200915_130100.jpg,25.69,,,2020-09-15 13
탄천2고가교,15,111,P9,Img_111_20200915_120100.jpg,24.68,,,2020-09-15 12
탄천2고가교,15,111,P9,Img_111_20200915_110100.jpg,23.73,,,2020-09-15 11
탄천2고가교,15,111,P9,Img_111_20200915_100100.jpg,23.12,,,2020-09-15 10
탄천2고가교,15,111,P9,Img_111_20200915_090100.jpg,22.41,,,2020-09-15 09
탄천2고가교,15,111,P9,Img_111_20200915_080100.jpg,21.7,,,2020-09-15 08
탄천2고가교,15,111,P9,Img_111_20200915_070100.jpg,20.85,,,2020-09-15 07
탄천2고가교,15,111,P9,Img_111_20200915_060100.jpg,20.7,,,2020-09-15 06
탄천2고가교,15,111,P9,Img_111_20200915_050100.jpg,20.98,,,2020-09-15 05
탄천2고가교,15,111,P9,Img_111_20200915_040100.jpg,21.29,,,2020-09-15 04
탄천2고가교,15,111,P9,Img_111_20200915_030100.jpg,21.26,,,2020-09-15 03
탄천2고가교,15,111,P9,Img_111_20200915_020100.jpg,21.13,,,2020-09-15 02
탄천2고가교,15,111,P9,Img_111_20200915_010100.jpg,21.53,,,2020-09-15 01
탄천2고가교,15,111,P9,Img_111_20200915_000100.jpg,22.34,,,2020-09-15 00
탄천2고가교,15,111,P9,Img_111_20200914_230100.jpg,22.83,,,2020-09-14 23
탄천2고가교,15,111,P9,Img_111_20200914_220100.jpg,22.87,,,2020-09-14 22
탄천2고가교,15,111,P9,Img_111_20200914_210100.jpg,22.98,,,2020-09-14 21
탄천2고가교,15,111,P9,Img_111_20200914_200100.jpg,23.66,,,2020-09-14 20
탄천2고가교,15,111,P9,Img_111_20200914_190100.jpg,24.12,,,2020-09-14 19
탄천2고가교,15,111,P9,Img_111_20200914_180100.jpg,24.45,,,2020-09-14 18
탄천2고가교,15,111,P9,Img_111_20200914_170100.jpg,24.73,,,2020-09-14 17
탄천2고가교,15,111,P9,Img_111_20200914_160100.jpg,24.94,,,2020-09-14 16
탄천2고가교,15,111,P9,Img_111_20200914_150100.jpg,25.07,,,2020-09-14 15
탄천2고가교,15,111,P9,Img_111_20200914_140100.jpg,24.99,,,2020-09-14 14
탄천2고가교,15,111,P9,Img_111_20200914_130100.jpg,24.74,,,2020-09-14 13
탄천2고가교,15,111,P9,Img_111_20200914_120100.jpg,24.41,,,2020-09-14 12
탄천2고가교,15,111,P9,Img_111_20200914_110100.jpg,23.95,,,2020-09-14 11
탄천2고가교,15,111,P9,Img_111_20200914_100100.jpg,23.19,,,2020-09-14 10
탄천2고가교,15,111,P9,Img_111_20200914_090100.jpg,22.26,,,2020-09-14 09
탄천2고가교,15,111,P9,Img_111_20200914_080100.jpg,21.11,,,2020-09-14 08
탄천2고가교,15,111,P9,Img_111_20200914_070100.jpg,20.51,,,2020-09-14 07
탄천2고가교,15,111,P9,Img_111_20200914_060100.jpg,19.99,,,2020-09-14 06
탄천2고가교,15,111,P9,Img_111_20200914_050100.jpg,19.98,,,2020-09-14 05
탄천2고가교,15,111,P9,Img_111_20200914_040100.jpg,20.34,,,2020-09-14 04
탄천2고가교,15,111,P9,Img_111_20200914_030100.jpg,20.81,,,2020-09-14 03
탄천2고가교,15,111,P9,Img_111_20200914_020100.jpg,21.24,,,2020-09-14 02
탄천2고가교,15,111,P9,Img_111_20200914_010100.jpg,21.97,,,2020-09-14 01
탄천2고가교,15,111,P9,Img_111_20200914_000100.jpg,22.25,,,2020-09-14 00
탄천2고가교,15,111,P9,Img_111_20200913_230100.jpg,22.4,,,2020-09-13 23
탄천2고가교,15,111,P9,Img_111_20200913_220100.jpg,22.75,,,2020-09-13 22
탄천2고가교,15,111,P9,Img_111_20200913_210100.jpg,22.94,,,2020-09-13 21
탄천2고가교,15,111,P9,Img_111_20200913_200100.jpg,23.43,,,2020-09-13 20
탄천2고가교,15,111,P9,Img_111_20200913_190100.jpg,24.33,,,2020-09-13 19
탄천2고가교,15,111,P9,Img_111_20200913_180100.jpg,24.78,,,2020-09-13 18
탄천2고가교,15,111,P9,Img_111_20200913_170100.jpg,25.11,,,2020-09-13 17
탄천2고가교,15,111,P9,Img_111_20200913_160100.jpg,25.07,,,2020-09-13 16
탄천2고가교,15,111,P9,Img_111_20200913_150100.jpg,25.14,,,2020-09-13 15
탄천2고가교,15,111,P9,Img_111_20200913_140100.jpg,24.55,,,2020-09-13 14
탄천2고가교,15,111,P9,Img_111_20200913_130100.jpg,24.12,,,2020-09-13 13
탄천2고가교,15,111,P9,Img_111_20200913_120100.jpg,23.29,,,2020-09-13 12
탄천2고가교,15,111,P9,Img_111_20200913_110100.jpg,22.56,,,2020-09-13 11
탄천2고가교,15,111,P9,Img_111_20200913_100100.jpg,21.84,,,2020-09-13 10
탄천2고가교,15,111,P9,Img_111_20200913_090100.jpg,21.14,,,2020-09-13 09
탄천2고가교,15,111,P9,Img_111_20200913_080100.jpg,20.21,,,2020-09-13 08
탄천2고가교,15,111,P9,Img_111_20200913_070100.jpg,19.58,,,2020-09-13 07
탄천2고가교,15,111,P9,Img_111_20200913_060100.jpg,19.01,,,2020-09-13 06
탄천2고가교,15,111,P9,Img_111_20200913_050100.jpg,19.11,,,2020-09-13 05
탄천2고가교,15,111,P9,Img_111_20200913_040100.jpg,19.62,,,2020-09-13 04
탄천2고가교,15,111,P9,Img_111_20200913_030100.jpg,19.98,,,2020-09-13 03
탄천2고가교,15,111,P9,Img_111_20200913_020100.jpg,20.28,,,2020-09-13 02
탄천2고가교,15,111,P9,Img_111_20200913_010100.jpg,20.44,,,2020-09-13 01
탄천2고가교,15,111,P9,Img_111_20200913_000100.jpg,20.66,,,2020-09-13 00
탄천2고가교,15,111,P9,Img_111_20200912_230100.jpg,20.82,,,2020-09-12 23
탄천2고가교,15,111,P9,Img_111_20200912_220100.jpg,21.06,,,2020-09-12 22
탄천2고가교,15,111,P9,Img_111_20200912_210100.jpg,21.3,,,2020-09-12 21
탄천2고가교,15,111,P9,Img_111_20200912_200100.jpg,21.4,,,2020-09-12 20
탄천2고가교,15,111,P9,Img_111_20200912_190100.jpg,21.57,,,2020-09-12 19
탄천2고가교,15,111,P9,Img_111_20200912_180100.jpg,21.89,,,2020-09-12 18
탄천2고가교,15,111,P9,Img_111_20200912_170100.jpg,22.16,,,2020-09-12 17
탄천2고가교,15,111,P9,Img_111_20200912_160100.jpg,22.28,,,2020-09-12 16
탄천2고가교,15,111,P9,Img_111_20200912_150100.jpg,22.14,,,2020-09-12 15
탄천2고가교,15,111,P9,Img_111_20200912_140100.jpg,22.14,,,2020-09-12 14
탄천2고가교,15,111,P9,Img_111_20200912_130100.jpg,21.88,,,2020-09-12 13
탄천2고가교,15,111,P9,Img_111_20200912_120100.jpg,21.28,,,2020-09-12 12
탄천2고가교,15,111,P9,Img_111_20200912_110100.jpg,20.87,,,2020-09-12 11
탄천2고가교,15,111,P9,Img_111_20200912_100100.jpg,20.55,,,2020-09-12 10
탄천2고가교,15,111,P9,Img_111_20200912_090100.jpg,20.48,,,2020-09-12 09
탄천2고가교,15,111,P9,Img_111_20200912_080100.jpg,20.33,,,2020-09-12 08
탄천2고가교,15,111,P9,Img_111_20200912_070100.jpg,19.93,,,2020-09-12 07
탄천2고가교,15,111,P9,Img_111_20200912_060100.jpg,19.95,,,2020-09-12 06
탄천2고가교,15,111,P9,Img_111_20200912_050100.jpg,19.79,,,2020-09-12 05
탄천2고가교,15,111,P9,Img_111_20200912_040100.jpg,19.87,,,2020-09-12 04
탄천2고가교,15,111,P9,Img_111_20200912_030100.jpg,19.68,,,2020-09-12 03
탄천2고가교,15,111,P9,Img_111_20200912_020100.jpg,19.86,,,2020-09-12 02
탄천2고가교,15,111,P9,Img_111_20200912_010100.jpg,19.87,,,2020-09-12 01
탄천2고가교,15,111,P9,Img_111_20200912_000100.jpg,20.33,,,2020-09-12 00
탄천2고가교,15,111,P9,Img_111_20200911_230100.jpg,21.03,,,2020-09-11 23
탄천2고가교,15,111,P9,Img_111_20200911_220100.jpg,21.8,,,2020-09-11 22
탄천2고가교,15,111,P9,Img_111_20200911_210100.jpg,22.69,,,2020-09-11 21
탄천2고가교,15,111,P9,Img_111_20200911_200100.jpg,23.46,,,2020-09-11 20
탄천2고가교,15,111,P9,Img_111_20200911_190100.jpg,23.96,,,2020-09-11 19
탄천2고가교,15,111,P9,Img_111_20200911_180100.jpg,24.16,,,2020-09-11 18
탄천2고가교,15,111,P9,Img_111_20200911_170100.jpg,24.53,,,2020-09-11 17
탄천2고가교,15,111,P9,Img_111_20200911_160100.jpg,25.27,,,2020-09-11 16
탄천2고가교,15,111,P9,Img_111_20200911_150100.jpg,25.91,,,2020-09-11 15
탄천2고가교,15,111,P9,Img_111_20200911_140100.jpg,26.24,,,2020-09-11 14
탄천2고가교,15,111,P9,Img_111_20200911_130100.jpg,26.48,,,2020-09-11 13
탄천2고가교,15,111,P9,Img_111_20200911_120100.jpg,26.37,,,2020-09-11 12
탄천2고가교,15,111,P9,Img_111_20200911_110100.jpg,25.3,,,2020-09-11 11
탄천2고가교,15,111,P9,Img_111_20200911_100100.jpg,24.48,,,2020-09-11 10
탄천2고가교,15,111,P9,Img_111_20200911_090100.jpg,23.54,,,2020-09-11 09
탄천2고가교,15,111,P9,Img_111_20200911_080100.jpg,22.33,,,2020-09-11 08
탄천2고가교,15,111,P9,Img_111_20200911_070100.jpg,21.73,,,2020-09-11 07
탄천2고가교,15,111,P9,Img_111_20200911_060100.jpg,21.37,,,2020-09-11 06
탄천2고가교,15,111,P9,Img_111_20200911_050100.jpg,21.31,,,2020-09-11 05
탄천2고가교,15,111,P9,Img_111_20200911_040100.jpg,21.5,,,2020-09-11 04
탄천2고가교,15,111,P9,Img_111_20200911_030100.jpg,21.79,,,2020-09-11 03
탄천2고가교,15,111,P9,Img_111_20200911_020100.jpg,22.07,,,2020-09-11 02
